Storage_Temperature_C,Storage_Time_Days,pH,Titratable_Acidity_pct,Microbial_Load_log_CFU_mL,Sensory_Score,Shelf_Life_Status
7.38,5.87,6.416,0.184,3.5,7.66,Acceptable
5.3,6.02,6.482,0.194,3.04,7.61,Acceptable
3.46,3.06,6.625,0.158,2.48,8.89,Acceptable
4.68,3.24,6.634,0.16,2.51,8.59,Acceptable
6.91,1.08,6.63,0.151,2.27,7.93,Acceptable
7.43,5.37,6.407,0.198,3.13,8.66,Acceptable
7.58,5.55,6.443,0.177,3.52,7.56,Acceptable
9.27,11.38,6.288,0.244,4.67,4.92,Spoiled
6.75,14.45,6.122,0.25,4.8,5.43,Spoiled
4.25,12.34,6.299,0.224,4.11,6.72,Spoiled
3.45,2.94,6.585,0.15,2.43,8.87,Acceptable
9.7,4.01,6.509,0.177,3.52,7.59,Acceptable
5.37,6.04,6.445,0.177,3.33,7.64,Acceptable
4.22,9.15,6.427,0.224,3.38,7.48,Spoiled
4.25,8.48,6.382,0.203,3.55,7.58,Acceptable
6.44,7.31,6.432,0.2,3.54,6.89,Acceptable
7.95,6.65,6.354,0.198,3.5,7.11,Acceptable
4.6,0.87,6.624,0.141,2.45,9.11,Acceptable
6.69,4.21,6.43,0.178,3.07,8.15,Acceptable
5.07,14.68,6.176,0.256,4.61,5.09,Spoiled
2.22,6.7,6.525,0.193,3.16,8.19,Acceptable
7.63,5.07,6.403,0.182,3.25,8.71,Acceptable
7.85,1.69,6.596,0.16,2.67,8.38,Acceptable
6.18,1.27,6.589,0.128,2.14,9.19,Acceptable
3.44,0.29,6.682,0.132,1.94,9.98,Acceptable
2.84,6.49,6.46,0.175,2.62,8.4,Acceptable
5.94,14.0,6.113,0.244,4.78,4.2,Spoiled
6.96,2.36,6.602,0.16,2.8,8.41,Acceptable
6.15,1.97,6.531,0.154,2.49,9.08,Acceptable
4.35,5.92,6.538,0.173,3.08,8.27,Acceptable
2.73,7.38,6.521,0.192,3.19,8.43,Acceptable
2.67,6.49,6.431,0.181,3.09,8.2,Acceptable
7.06,7.74,6.393,0.197,3.91,7.13,Acceptable
3.31,4.5,6.546,0.172,2.99,7.83,Acceptable
9.22,0.08,6.658,0.153,2.39,8.57,Acceptable
4.69,6.34,6.456,0.194,3.15,7.11,Acceptable
4.08,5.81,6.544,0.162,3.11,7.25,Acceptable
6.72,11.79,6.303,0.246,4.27,5.27,Spoiled
2.46,14.5,6.249,0.25,4.76,5.85,Spoiled
4.38,2.02,6.581,0.16,2.37,9.86,Acceptable
5.79,4.18,6.486,0.165,3.19,8.08,Acceptable
2.9,0.02,6.719,0.12,1.83,10.0,Acceptable
9.96,0.0,6.49,0.156,2.41,9.43,Acceptable
2.07,1.58,6.698,0.137,1.76,8.65,Acceptable
9.73,6.2,6.381,0.205,3.97,7.26,Acceptable
3.2,9.01,6.425,0.213,3.37,7.65,Acceptable
9.6,0.98,6.606,0.165,2.79,8.07,Acceptable
7.34,0.38,6.668,0.147,2.35,9.81,Acceptable
3.89,4.98,6.503,0.171,2.54,8.36,Acceptable
7.71,14.87,6.161,0.281,4.99,5.54,Spoiled
7.05,8.72,6.265,0.22,3.99,6.41,Acceptable
9.17,0.38,6.568,0.145,2.82,8.96,Acceptable
4.8,0.78,6.682,0.141,2.19,10.0,Acceptable
3.9,5.3,6.513,0.165,3.11,7.58,Acceptable
3.83,11.15,6.246,0.219,4.22,7.11,Spoiled
9.63,11.0,6.197,0.257,4.61,6.65,Spoiled
3.7,0.27,6.735,0.129,1.83,9.68,Acceptable
7.57,14.52,6.08,0.274,4.75,5.16,Spoiled
3.35,13.73,6.273,0.24,4.42,5.77,Spoiled
3.42,3.7,6.593,0.156,2.88,8.8,Acceptable
2.84,9.34,6.402,0.203,3.35,7.98,Acceptable
4.57,3.13,6.583,0.155,2.73,8.67,Acceptable
2.1,11.27,6.325,0.218,4.02,6.99,Acceptable
6.89,0.9,6.611,0.138,2.26,9.16,Acceptable
6.75,6.89,6.418,0.193,3.8,7.15,Acceptable
6.95,11.51,6.226,0.246,4.64,6.68,Spoiled
5.62,0.89,6.658,0.139,2.29,8.79,Acceptable
5.84,3.63,6.53,0.163,3.35,8.53,Acceptable
3.09,12.1,6.267,0.221,4.32,6.35,Spoiled
5.15,2.93,6.542,0.157,2.75,8.25,Acceptable
6.57,13.07,6.184,0.253,4.83,5.54,Spoiled
2.38,9.39,6.413,0.209,3.67,8.05,Acceptable
3.93,11.47,6.302,0.222,4.25,6.16,Spoiled
4.1,13.05,6.258,0.243,4.08,6.59,Spoiled
5.85,5.71,6.509,0.184,3.08,8.57,Acceptable
6.91,0.5,6.611,0.148,2.69,8.74,Acceptable
5.34,7.55,6.43,0.212,3.22,7.31,Acceptable
6.22,4.48,6.501,0.171,2.95,8.31,Acceptable
2.29,13.54,6.23,0.249,4.15,6.88,Spoiled
6.35,12.47,6.242,0.256,4.54,5.45,Spoiled
8.81,0.18,6.585,0.162,2.57,8.97,Acceptable
3.12,14.02,6.206,0.247,4.19,6.23,Spoiled
7.44,0.67,6.624,0.151,2.35,9.26,Acceptable
2.95,11.78,6.287,0.222,3.95,6.12,Spoiled
2.82,5.06,6.617,0.174,2.63,8.24,Acceptable
8.39,10.32,6.309,0.228,4.45,6.25,Spoiled
5.07,2.09,6.645,0.139,2.7,8.65,Acceptable
3.77,4.5,6.549,0.166,2.92,8.46,Acceptable
8.43,6.92,6.359,0.197,3.72,7.73,Acceptable
7.89,5.96,6.364,0.213,3.63,7.34,Acceptable
7.64,8.76,6.297,0.23,3.79,6.3,Spoiled
5.47,9.19,6.347,0.195,3.62,7.37,Acceptable
8.57,7.69,6.407,0.213,3.86,7.11,Acceptable
3.83,1.78,6.647,0.143,2.44,9.14,Acceptable
5.34,11.34,6.258,0.243,4.59,5.77,Spoiled
4.17,12.68,6.28,0.243,4.3,6.8,Spoiled
8.48,13.65,6.105,0.247,4.52,5.1,Spoiled
5.45,8.09,6.315,0.2,3.44,7.24,Acceptable
7.1,6.06,6.461,0.183,3.7,7.35,Acceptable
6.36,10.57,6.324,0.231,3.96,6.51,Spoiled
4.85,14.7,6.194,0.261,4.56,5.66,Spoiled
9.75,14.44,6.135,0.276,5.11,5.15,Spoiled
4.29,2.77,6.615,0.146,2.37,8.4,Acceptable
9.17,0.9,6.658,0.15,2.86,8.66,Acceptable
9.09,1.33,6.631,0.153,2.67,7.71,Acceptable
3.41,11.63,6.264,0.235,3.84,6.11,Spoiled
7.79,9.49,6.289,0.216,4.3,6.13,Acceptable
8.4,6.55,6.363,0.211,3.51,7.75,Acceptable
8.2,0.18,6.66,0.143,2.73,9.16,Acceptable
7.27,12.11,6.246,0.238,4.31,5.79,Spoiled
2.7,1.34,6.711,0.147,2.29,8.96,Acceptable
